Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://web.physics.ucsb.edu/~Women/images/ucsb-big.jpg
My Home,Where I used to live ,29.56888,106.54519,https://www.hotel-board.com/hotels/first-line-deluxe-river-view-apt-hotel-chongqing-china-1110152.htm,https://www.moorerubleyudell.com/sites/default/files/styles/mry-project-image-main/public/321-main14.jpg?itok=hBXqlLTA
Kiddy Land ,Tokyo’s tax-free toy and character goods mecca ,38.20736441,139.8203539,https://www.tripadvisor.com/Attraction_Review-g1066456-d4302132-Reviews-Kiddy_Land_Harajuku-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,"https://media.cntraveler.com/photos/5c867fe581532d2d427cdbc3/16:9/w_2240,c_limit/Kiddy%20Land_E18J39.jpg"
New York University, A private research university in New York City,40.7296272,-73.99639653,https://en.wikipedia.org/wiki/New_York_University,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/NYU_Stern_School_of_Business_-_Henry_Kaufman_Management_Center_%2848072761732%29.jpg/438px-NYU_Stern_School_of_Business_-_Henry_Kaufman_Management_Center_%2848072761732%29.jpg
Columbia University,A private Ivy League research university in New York City,40.80722683,-73.9634954,https://en.wikipedia.org/wiki/Columbia_University,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Butler_Library_-_1000px_-_AC.jpg/440px-Butler_Library_-_1000px_-_AC.jpg
Universal Studios Florida,"A  theme park located in Orlando, Florida. Primarily themed to movies, television and other aspects of the entertainment industry",28.4813082,-81.46801533,https://en.wikipedia.org/wiki/Universal_Studios_Florida,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/USF_Entrance.jpg/500px-USF_Entrance.jpg
